"","schoolprogram","cutoff","quality","size","schoolname","sssdistrict","ssslong","ssslat"
"4861","30504,General Arts",253,274.276595744681,141,"MOZANO SENIOR HIGH. SCHOOL, MOZANO","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"4864","30504,Home Economics",262,278.652173913043,23,"MOZANO SENIOR HIGH. SCHOOL, MOZANO","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"4881","30601,Agriculture",330,348.84375,32,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4884","30601,Business",351,363.36231884058,69,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4891","30601,General Arts",356,366.047619047619,63,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4892","30601,General Science",342,357.815384615385,65,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4894","30601,Home Economics",330,345.216216216216,37,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4907","30601,Visual Arts",334,350.51724137931,29,"WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4911","30602,Agriculture",233,258.52,50,"SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4914","30602,Business",276,296,18,"SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4921","30602,General Arts",233,235.5,2,"SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4924","30602,Home Economics",234,252.857142857143,42,"SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4937","30602,Visual Arts",236,236,1,"SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4941","30603,Agriculture",238,266.551724137931,58,"OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4944","30603,Business",248,270.71186440678,59,"OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4954","30603,Home Economics",248,267.972972972973,37,"OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4965","30603,Technical",239,260.28813559322,59,"OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4967","30603,Visual Arts",254,274.074074074074,27,"OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"4975","30701,Agriculture",260,260,1,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"4978","30701,Business",241,266.030612244898,98,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"4985","30701,General Arts",268,288.462365591398,93,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"4988","30701,Home Economics",251,267.264705882353,34,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"4999","30701,Technical",256,277.235294117647,34,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5008","30702,Business",236,260.715789473684,95,"BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5015","30702,General Arts",241,263.757575757576,132,"BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5016","30702,General Science",232,265.48,25,"BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5018","30702,Home Economics",236,253.75,28,"BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5035","30703,Agriculture",206,237.648648648649,37,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5038","30703,Business",209,240.659574468085,47,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5045","30703,General Arts",204,236.197530864198,81,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5048","30703,Home Economics",208,242.692307692308,39,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5059","30703,Technical",201,233.821428571429,28,"ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"5068","30801,Business",309,328.534482758621,58,"BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"5075","30801,General Arts",295,316.618556701031,194,"BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"5076","30801,General Science",308,333.179487179487,39,"BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"5078","30801,Home Economics",280,299.854545454545,55,"BREMAN ASIKUMA SENIOR HIGH. SCHOOL, BREMAN ASIKUMA","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"5095","30802,Agriculture",228,251.978723404255,47,"ODOBEN SENIOR HIGH SCHOOL, ODOBEN","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"5098","30802,Business",199,249,93,"ODOBEN SENIOR HIGH SCHOOL, ODOBEN","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"5108","30802,Home Economics",226,248.75,48,"ODOBEN SENIOR HIGH SCHOOL, ODOBEN","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"5135","30901,General Arts",241,264.306306306306,111,"NYAKROM SENIOR HIGH./TECH. SCHOOL, NYAKROM","Agona Swedru",-0.755242526531219,5.61735343933105
"5138","30901,Home Economics",238,265.081081081081,37,"NYAKROM SENIOR HIGH./TECH. SCHOOL, NYAKROM","Agona Swedru",-0.755242526531219,5.61735343933105
"5149","30901,Technical",256,278.416666666667,36,"NYAKROM SENIOR HIGH./TECH. SCHOOL, NYAKROM","Agona Swedru",-0.755242526531219,5.61735343933105
"5155","30902,Agriculture",269,299.775510204082,49,"SWEDRU SCHOOL OF BUSINESS, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5158","30902,Business",306,329.734693877551,196,"SWEDRU SCHOOL OF BUSINESS, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5165","30902,General Arts",286,311.164948453608,97,"SWEDRU SCHOOL OF BUSINESS, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5168","30902,Home Economics",279,305.189189189189,37,"SWEDRU SCHOOL OF BUSINESS, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5181","30902,Visual Arts",282,306,23,"SWEDRU SCHOOL OF BUSINESS, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5188","30903,Business",286,307.161904761905,105,"NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA","Agona Swedru",-0.755242526531219,5.61735343933105
"5195","30903,General Arts",310,325.192307692308,104,"NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA","Agona Swedru",-0.755242526531219,5.61735343933105
"5196","30903,General Science",307,330.655172413793,29,"NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA","Agona Swedru",-0.755242526531219,5.61735343933105
"5198","30903,Home Economics",296,316.342857142857,35,"NSABA PRESBY SENIOR HIGH. SCHOOL, NSABA","Agona Swedru",-0.755242526531219,5.61735343933105
"5215","30904,Agriculture",207,238.486486486486,74,"KWANYAKO SENIOR HIGH SCHOOL, KWANYAKO","Agona Swedru",-0.755242526531219,5.61735343933105
"5218","30904,Business",217,247.083333333333,72,"KWANYAKO SENIOR HIGH SCHOOL, KWANYAKO","Agona Swedru",-0.755242526531219,5.61735343933105
"5225","30904,General Arts",215,245.148148148148,108,"KWANYAKO SENIOR HIGH SCHOOL, KWANYAKO","Agona Swedru",-0.755242526531219,5.61735343933105
"5226","30904,General Science",221,264.333333333333,3,"KWANYAKO SENIOR HIGH SCHOOL, KWANYAKO","Agona Swedru",-0.755242526531219,5.61735343933105
"5228","30904,Home Economics",203,236.36231884058,69,"KWANYAKO SENIOR HIGH SCHOOL, KWANYAKO","Agona Swedru",-0.755242526531219,5.61735343933105
"5245","30905,Agriculture",320,339.342105263158,38,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5248","30905,Business",336,353.699029126214,103,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5255","30905,General Arts",344,358.935779816514,109,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5256","30905,General Science",347,365.015873015873,63,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5258","30905,Home Economics",325,339.289473684211,38,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5271","30905,Visual Arts",324,335.583333333333,36,"SWEDRU SENIOR HIGH SCHOOL, SWEDRU","Agona Swedru",-0.755242526531219,5.61735343933105
"5281","31001,Agriculture",291,312.341463414634,41,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5284","31001,Business",294,319.425925925926,108,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5291","31001,General Arts",320,338.224137931034,116,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5292","31001,General Science",311,339.313725490196,51,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5294","31001,Home Economics",303,320.875,40,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5307","31001,Visual Arts",267,295.166666666667,48,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5311","31002,Agriculture",251,270.340425531915,47,"DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5314","31002,Business",248,272.65625,96,"DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5321","31002,General Arts",273,292.114583333333,96,"DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5324","31002,Home Economics",250,268.561224489796,98,"DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5335","31002,Technical",239,262.553191489362,94,"DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5341","31003,Agriculture",259,273.210526315789,38,"DIASO SENIOR HIGH SCHOOL, DIASO","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5344","31003,Business",242,262.454545454545,77,"DIASO SENIOR HIGH SCHOOL, DIASO","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5354","31003,Home Economics",246,258,37,"DIASO SENIOR HIGH SCHOOL, DIASO","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"5371","31101,Agriculture",267,291.866666666667,30,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5374","31101,Business",234,274.018018018018,111,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5381","31101,General Arts",264,290.165413533835,133,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5382","31101,General Science",275,303.888888888889,27,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5384","31101,Home Economics",266,292.137931034483,29,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5401","31102,Agriculture",207,244.746987951807,83,"JUKWA SNR. SENIOR HIGH. SCHOOL, JUKWA","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5404","31102,Business",208,243.45652173913,92,"JUKWA SNR. SENIOR HIGH. SCHOOL, JUKWA","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5411","31102,General Arts",202,247.152866242038,157,"JUKWA SNR. SENIOR HIGH. SCHOOL, JUKWA","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"5433","31201,Agriculture",288,308.128205128205,39,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5436","31201,Business",283,305.784090909091,88,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5443","31201,General Arts",285,307.505208333333,192,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5444","31201,General Science",299,320.644444444444,45,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5446","31201,Home Economics",284,300.276595744681,47,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5459","31201,Visual Arts",262,280.459459459459,37,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5463","31202,Agriculture",245,268.258064516129,93,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5466","31202,Business",267,293.478873239437,71,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5473","31202,General Arts",264,281.228813559322,118,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5476","31202,Home Economics",253,272,46,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5487","31202,Technical",238,266.171428571429,35,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5496","31203,Business",208,242.316666666667,60,"NYAKUMASE AHENKRO SENIOR HIGH. SCHOOL, NYAKUMASE AHENKRO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5503","31203,General Arts",206,247.640776699029,103,"NYAKUMASE AHENKRO SENIOR HIGH. SCHOOL, NYAKUMASE AHENKRO","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5523","31204,Agriculture",216,247.783333333333,60,"ASSIN NORTH SENIOR HIGH./TECH SCHOOL, ASSIN ASEMPANEYE","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5526","31204,Business",219,255.564705882353,85,"ASSIN NORTH SENIOR HIGH./TECH SCHOOL, ASSIN ASEMPANEYE","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5533","31204,General Arts",233,256.961538461538,104,"ASSIN NORTH SENIOR HIGH./TECH SCHOOL, ASSIN ASEMPANEYE","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5536","31204,Home Economics",210,251.953488372093,43,"ASSIN NORTH SENIOR HIGH./TECH SCHOOL, ASSIN ASEMPANEYE","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5547","31204,Technical",210,258.658536585366,41,"ASSIN NORTH SENIOR HIGH./TECH SCHOOL, ASSIN ASEMPANEYE","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5556","31205,Business",214,255.339285714286,56,"ADANKWAMAN SENIOR HIGH./COMM. SCHOOL, ASSIN DARMAN","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5563","31205,General Arts",229,253.147727272727,88,"ADANKWAMAN SENIOR HIGH./COMM. SCHOOL, ASSIN DARMAN","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5583","31206,Agriculture",212,246.509803921569,51,"ASSIN NSUTA AGRIC. SENIOR HIGH SCHOOL, ASSIN NSUTA","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5586","31206,Business",214,239.340425531915,47,"ASSIN NSUTA AGRIC. SENIOR HIGH SCHOOL, ASSIN NSUTA","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5593","31206,General Arts",205,245.24,50,"ASSIN NSUTA AGRIC. SENIOR HIGH SCHOOL, ASSIN NSUTA","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5596","31206,Home Economics",221,252.619047619048,21,"ASSIN NSUTA AGRIC. SENIOR HIGH SCHOOL, ASSIN NSUTA","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5609","31206,Visual Arts",227,237,5,"ASSIN NSUTA AGRIC. SENIOR HIGH SCHOOL, ASSIN NSUTA","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"5613","40101,Agriculture",289,303.071428571429,14,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5616","40101,Business",273,295.62015503876,129,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5623","40101,General Arts",291,310.105882352941,85,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5624","40101,General Science",309,326.678571428571,28,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5626","40101,Home Economics",260,277.044943820225,89,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5639","40101,Visual Arts",264,280.954545454545,44,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5643","40102,Agriculture",309,329.162790697674,43,"SEKONDI COLLEGE, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5646","40102,Business",323,339.406976744186,86,"SEKONDI COLLEGE, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5653","40102,General Arts",323,339.702290076336,131,"SEKONDI COLLEGE, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5654","40102,General Science",330,339.829268292683,41,"SEKONDI COLLEGE, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5656","40102,Home Economics",296,319.181818181818,88,"SEKONDI COLLEGE, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5669","40102,Visual Arts",289,308.044444444444,45,"SEKONDI COLLEGE, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5676","40103,Business",377,394.444444444444,72,"ARCHBISHOP PORTER SENIOR HIGH SCHOOL, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5683","40103,General Arts",387,400.308823529412,68,"ARCHBISHOP PORTER SENIOR HIGH SCHOOL, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5684","40103,General Science",400,412.714285714286,35,"ARCHBISHOP PORTER SENIOR HIGH SCHOOL, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5686","40103,Home Economics",379,391.789473684211,19,"ARCHBISHOP PORTER SENIOR HIGH SCHOOL, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5699","40103,Visual Arts",377,386.777777777778,18,"ARCHBISHOP PORTER SENIOR HIGH SCHOOL, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5713","40104,General Arts",334,357.790697674419,86,"GHANA SENIOR HIGH./TECH. SCHOOL, TAKORADI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5714","40104,General Science",350,373.494252873563,174,"GHANA SENIOR HIGH./TECH. SCHOOL, TAKORADI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5727","40104,Technical",343,368.779527559055,127,"GHANA SENIOR HIGH./TECH. SCHOOL, TAKORADI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"5736","40105,Business",342,359.355769230769,104,"FIJAI SENIOR HIGH. SCHOOL, SEKONDI","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
